timestamp,type_id,rank_index,wideband_cqi_cw0,wideband_cqi_cw1,single_wb_pmi,single_mb_pmi,carrier_index
2024-08-09 11:30:22.553074,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.563078,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.563078,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.573078,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.573078,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.583078,LTE_PHY_PUSCH_CSF,Rank 2,7,6,0,0,PCC
2024-08-09 11:30:22.583078,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.593077,LTE_PHY_PUSCH_CSF,Rank 2,7,6,0,0,PCC
2024-08-09 11:30:22.593077,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.603077,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.603077,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.613075,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.613075,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.623082,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.623082,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.633076,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.633076,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.643100,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.643100,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.652971,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.652971,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.663078,LTE_PHY_PUSCH_CSF,Rank 2,8,7,0,0,PCC
2024-08-09 11:30:22.663078,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.673075,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.673075,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.683077,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.683077,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.693073,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.693073,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.703081,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.703081,LTE_PHY_PUSCH_CSF,Rank 1,8,0,2,0,SCC-2
2024-08-09 11:30:22.713078,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.713078,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.723082,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.723082,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.733072,LTE_PHY_PUSCH_CSF,Rank 2,8,7,0,0,PCC
2024-08-09 11:30:22.733072,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.743074,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:22.743074,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.753092,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:22.753092,LTE_PHY_PUSCH_CSF,Rank 1,10,0,2,0,SCC-2
2024-08-09 11:30:22.763078,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:22.763078,LTE_PHY_PUSCH_CSF,Rank 1,10,0,2,0,SCC-2
2024-08-09 11:30:22.773078,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:22.773078,LTE_PHY_PUSCH_CSF,Rank 1,11,0,2,0,SCC-2
2024-08-09 11:30:22.783075,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:22.783075,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.793078,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:22.793078,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.802937,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:22.802937,LTE_PHY_PUSCH_CSF,Rank 1,10,0,2,0,SCC-2
2024-08-09 11:30:22.813078,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.813078,LTE_PHY_PUSCH_CSF,Rank 1,10,0,2,0,SCC-2
2024-08-09 11:30:22.823078,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.823078,LTE_PHY_PUSCH_CSF,Rank 1,10,0,2,0,SCC-2
2024-08-09 11:30:22.833077,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:22.833077,LTE_PHY_PUSCH_CSF,Rank 1,11,0,2,0,SCC-2
2024-08-09 11:30:22.843082,LTE_PHY_PUSCH_CSF,Rank 2,9,8,0,0,PCC
2024-08-09 11:30:22.843082,LTE_PHY_PUSCH_CSF,Rank 1,12,0,2,0,SCC-2
2024-08-09 11:30:22.853078,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.853078,LTE_PHY_PUSCH_CSF,Rank 1,12,0,2,0,SCC-2
2024-08-09 11:30:22.862997,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.862997,LTE_PHY_PUSCH_CSF,Rank 1,11,0,2,0,SCC-2
2024-08-09 11:30:22.873105,LTE_PHY_PUSCH_CSF,Rank 2,9,7,0,0,PCC
2024-08-09 11:30:22.873105,LTE_PHY_PUSCH_CSF,Rank 1,10,0,2,0,SCC-2
2024-08-09 11:30:22.883104,LTE_PHY_PUSCH_CSF,Rank 2,8,6,0,0,PCC
2024-08-09 11:30:22.883104,LTE_PHY_PUSCH_CSF,Rank 1,9,0,2,0,SCC-2
2024-08-09 11:30:22.893084,LTE_PHY_PUSCH_CSF,Rank 2,10,8,0,0,PCC
2024-08-09 11:30:22.893084,LTE_PHY_PUSCH_CSF,Rank 1,13,0,2,0,SCC-2
2024-08-09 11:30:22.903082,LTE_PHY_PUSCH_CSF,Rank 2,10,8,0,0,PCC
2024-08-09 11:30:22.903082,LTE_PHY_PUSCH_CSF,Rank 1,11,0,2,0,SCC-2
