timestamp,type_id,e_arfcn,num_cells,pci,serv_cell_index,rsrp,rsrq,rssi,ftl_snr_0,ftl_snr_1,cinr_rx_0,cinr_rx_1,projected_sir,post_ic_rsrq
2024-08-09 11:30:20.529547,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.1875,-12.75,-64.625,14.100000381469727,14.899999618530273,3023,2668,-2,-13.125
2024-08-09 11:30:20.529547,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.125,-15.0,-52.0625,-6.599999904632568,-6.0,4294965719,4294965545,-2,-18.5625
2024-08-09 11:30:20.539569,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.1875,-12.75,-64.375,13.899999618530273,13.100000381469727,3034,2718,-2,-13.6875
2024-08-09 11:30:20.539569,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.125,-15.0,-53.25,-6.599999904632568,-7.300000190734863,4294965645,4294965458,-2,-15.5625
2024-08-09 11:30:20.549566,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.1875,-12.75,-64.8125,13.100000381469727,12.199999809265137,3062,2747,-2,-13.0
2024-08-09 11:30:20.549566,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.125,-15.0,-53.8125,-4.800000190734863,-4.199999809265137,4294965701,4294965524,-2,-15.8125
2024-08-09 11:30:20.562736,LTE_PHY_Serv_Cell_Measurement,100,2,351,PCell,-98.25,-12.75,-64.75,13.300000190734863,12.5,3018,2720,-2,-13.3125
2024-08-09 11:30:20.562736,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.125,-15.0625,-53.75,-3.799999952316284,-3.700000047683716,4294965755,4294965586,-2,-16.5625
2024-08-09 11:30:20.569596,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.25,-12.75,-64.8125,13.699999809265137,12.899999618530273,3015,2663,-2,-13.4375
2024-08-09 11:30:20.569596,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.125,-15.0625,-53.5,-3.700000047683716,-3.5,4294965838,4294965645,-2,-16.3125
2024-08-09 11:30:20.579086,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.25,-12.75,-65.125,12.800000190734863,11.399999618530273,2931,2542,-2,-13.1875
2024-08-09 11:30:20.579086,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.125,-15.125,-53.125,-4.5,-4.599999904632568,4294965854,4294965701,-2,-18.0
2024-08-09 11:30:20.589518,LTE_PHY_Serv_Cell_Measurement,100,1,351,PCell,-98.25,-12.75,-63.5625,17.299999237060547,14.399999618530273,3049,2580,-2,-13.25
2024-08-09 11:30:20.589518,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.1875,-15.125,-53.75,-4.699999809265137,-4.800000190734863,4294965854,4294965772,-2,-15.6875
2024-08-09 11:30:20.602761,LTE_PHY_Serv_Cell_Measurement,100,2,351,PCell,-98.25,-12.8125,-63.875,8.100000381469727,0.699999988079071,2529,1278,-2,-14.3125
2024-08-09 11:30:20.602761,LTE_PHY_Serv_Cell_Measurement,9360,1,449,2_SCell,-88.1875,-15.125,-53.9375,-4.300000190734863,-3.5,4294965806,4294965755,-2,-16.25
